client_id;montant_moyen;derniere_transaction;nb_transactions_mois;derniere_transaction_jour;cluster_name;cluster
5166386;16034;2025-08-17;12;16;Petits mais actifs (faible montant, très actifs);12
5166511;1000;2025-07-23;1;41;À réactiver (petit montant, anciens);15
5166517;36975;2025-08-07;18;26;Fidèles réguliers (activité élevée, montant moyen);4
5166598;3033;2025-08-18;3;15;Faible montant / faible activité / récent;1
5166615;68500;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
5166639;6017;2025-08-15;16;18;Petits mais actifs (faible montant, très actifs);12
5166679;6700;2025-08-13;8;20;Faible montant / moyen activité / récent;3
5166868;35362;2025-08-13;11;20;Fidèles réguliers (activité élevée, montant moyen);4
5166886;7000;2025-08-18;1;15;Faible montant / faible activité / récent;1
5166940;147000;2025-06-26;2;68;Premium dormants (haut montant, peu actifs, anciens);13
5166962;3123;2025-08-17;38;16;Petits mais actifs (faible montant, très actifs);12
5166963;88687;2025-08-05;3;28;Élevé montant / faible activité / intermédiaire;16
5166972;14547;2025-08-17;22;16;Petits mais actifs (faible montant, très actifs);12
5166982;4000;2025-07-17;1;47;À réactiver (petit montant, anciens);15
5166996;10925;2025-07-30;28;34;Petits mais actifs (faible montant, très actifs);12
5167055;19333;2025-07-27;3;37;À réactiver (petit montant, anciens);15
5167150;52750;2025-08-13;4;20;Moyen montant / moyen activité / récent;10
5167155;35917;2025-08-14;6;19;Moyen montant / moyen activité / récent;10
5167161;25842;2025-08-17;22;16;Fidèles réguliers (activité élevée, montant moyen);4
5167167;109000;2025-08-05;1;28;Élevé montant / faible activité / intermédiaire;16
5167303;2000;2025-07-04;1;60;À réactiver (petit montant, anciens);15
5167306;58167;2025-08-01;6;32;Moyen montant / moyen activité / intermédiaire;9
5167316;63010;2025-08-11;3;22;Élevé montant / faible activité / récent;17
5167332;49683;2025-08-07;3;26;Moyen montant / faible activité / intermédiaire;6
5167337;49500;2025-07-30;4;34;Moyen montant / moyen activité / ancien;8
5167346;76865;2025-08-10;10;23;VIP (montant élevé, très actifs, récents);14
5167406;3656;2025-08-15;8;18;Faible montant / moyen activité / récent;3
5167414;8538;2025-08-18;8;15;Faible montant / moyen activité / récent;3
5167434;12333;2025-07-23;3;41;À réactiver (petit montant, anciens);15
5167446;45500;2025-08-03;2;30;Moyen montant / faible activité / intermédiaire;6
5167632;32272;2025-08-12;5;21;Moyen montant / moyen activité / récent;10
5167667;35243;2025-08-08;11;25;Fidèles réguliers (activité élevée, montant moyen);4
5167680;87500;2025-08-06;2;27;Élevé montant / faible activité / intermédiaire;16
5167704;14152;2025-08-18;14;15;Petits mais actifs (faible montant, très actifs);12
5167733;85332;2025-08-14;17;19;VIP (montant élevé, très actifs, récents);14
5167734;87391;2025-08-08;34;25;VIP (montant élevé, très actifs, récents);14
5167773;500;2025-07-10;1;54;À réactiver (petit montant, anciens);15
5167786;31205;2025-08-12;2;21;Moyen montant / faible activité / récent;7
5167814;16950;2025-08-08;1;25;Faible montant / faible activité / intermédiaire;0
5167852;40452;2025-08-07;6;26;Moyen montant / moyen activité / intermédiaire;9
5167866;17286;2025-08-15;7;18;Faible montant / moyen activité / récent;3
5167931;20654;2025-08-11;2;22;Faible montant / faible activité / récent;1
5167969;60850;2025-08-10;5;23;Moyen montant / moyen activité / intermédiaire;9
5167972;120000;2025-08-05;2;28;Élevé montant / faible activité / intermédiaire;16
5168006;32000;2025-08-18;1;15;Moyen montant / faible activité / récent;7
5168012;87500;2025-08-09;2;24;Élevé montant / faible activité / intermédiaire;16
5168026;50260;2025-08-10;2;23;Moyen montant / faible activité / intermédiaire;6
5168127;104500;2025-08-14;1;19;Élevé montant / faible activité / récent;17
5168148;35000;2025-08-16;3;17;Moyen montant / faible activité / récent;7
5168151;28142;2025-08-15;5;18;Moyen montant / moyen activité / récent;10
5168171;104500;2025-08-12;1;21;Élevé montant / faible activité / récent;17
5168173;64500;2025-08-15;4;18;Élevé montant / moyen activité / récent;20
5168181;52475;2025-08-18;2;15;Moyen montant / faible activité / récent;7
5168187;18161;2025-08-04;44;29;Petits mais actifs (faible montant, très actifs);12
5168255;100000;2025-08-16;1;17;Élevé montant / faible activité / récent;17
5168359;10343;2025-08-05;17;28;Petits mais actifs (faible montant, très actifs);12
5168382;38713;2025-08-18;18;15;Fidèles réguliers (activité élevée, montant moyen);4
5168383;9400;2025-08-16;6;17;Faible montant / moyen activité / récent;3
5168387;108450;2025-08-01;2;32;Élevé montant / faible activité / intermédiaire;16
5168400;11750;2025-07-29;2;35;À réactiver (petit montant, anciens);15
5168457;16231;2025-07-21;15;43;Petits mais actifs (faible montant, très actifs);12
5168487;86150;2025-07-28;2;36;Premium dormants (haut montant, peu actifs, anciens);13
5168544;107400;2025-08-18;5;15;Élevé montant / moyen activité / récent;20
5168572;53480;2025-08-08;5;25;Moyen montant / moyen activité / intermédiaire;9
5168607;83000;2025-07-29;1;35;Premium dormants (haut montant, peu actifs, anciens);13
5168686;41534;2025-08-01;11;32;Fidèles réguliers (activité élevée, montant moyen);4
5168695;21497;2025-08-03;4;30;Faible montant / moyen activité / intermédiaire;2
5168741;20000;2025-07-24;1;40;À réactiver (petit montant, anciens);15
5168749;23656;2025-08-11;9;22;Moyen montant / moyen activité / récent;10
5168787;500;2025-08-17;1;16;Faible montant / faible activité / récent;1
5168798;87500;2025-07-19;2;45;Premium dormants (haut montant, peu actifs, anciens);13
5168814;52464;2025-07-19;16;45;Moyen montant / élevé activité / ancien;11
5168825;5000;2025-08-02;2;31;Faible montant / faible activité / intermédiaire;0
5168861;20200;2025-07-04;1;60;À réactiver (petit montant, anciens);15
5168890;11050;2025-07-10;2;54;À réactiver (petit montant, anciens);15
5168957;17000;2025-08-12;9;21;Faible montant / moyen activité / récent;3
5168960;32471;2025-08-12;15;21;Fidèles réguliers (activité élevée, montant moyen);4
5169110;87669;2025-08-08;21;25;VIP (montant élevé, très actifs, récents);14
5169123;21500;2025-07-29;2;35;À réactiver (petit montant, anciens);15
5169158;91167;2025-07-30;3;34;Premium dormants (haut montant, peu actifs, anciens);13
5169160;100119;2025-07-28;8;36;Élevé montant / moyen activité / ancien;18
5169163;100000;2025-07-09;1;55;Premium dormants (haut montant, peu actifs, anciens);13
5169171;38000;2025-08-10;1;23;Moyen montant / faible activité / intermédiaire;6
5169172;17000;2025-08-12;2;21;Faible montant / faible activité / récent;1
5169175;23000;2025-08-11;2;22;Faible montant / faible activité / récent;1
5169176;12500;2025-08-10;10;23;Petits mais actifs (faible montant, très actifs);12
5169252;16750;2025-08-11;2;22;Faible montant / faible activité / récent;1
5169276;10967;2025-08-18;6;15;Faible montant / moyen activité / récent;3
5169289;25252;2025-08-05;9;28;Moyen montant / moyen activité / intermédiaire;9
5169317;63786;2025-08-18;7;15;Élevé montant / moyen activité / récent;20
5169330;18677;2025-08-09;3;24;Faible montant / faible activité / intermédiaire;0
5169361;1500;2025-06-26;1;68;À réactiver (petit montant, anciens);15
5169368;28433;2025-08-18;43;15;Fidèles réguliers (activité élevée, montant moyen);4
5169432;20517;2025-08-02;12;31;Petits mais actifs (faible montant, très actifs);12
5169447;97975;2025-06-28;2;66;Premium dormants (haut montant, peu actifs, anciens);13
5169448;23750;2025-07-25;2;39;Moyen montant / faible activité / ancien;5
5169463;46769;2025-08-16;24;17;Fidèles réguliers (activité élevée, montant moyen);4
5169467;10767;2025-07-22;11;42;Petits mais actifs (faible montant, très actifs);12
5169514;7300;2025-07-10;4;54;À réactiver (petit montant, anciens);15
5169528;30426;2025-08-05;2;28;Moyen montant / faible activité / intermédiaire;6
5169547;9112;2025-07-27;12;37;Petits mais actifs (faible montant, très actifs);12
5169585;36115;2025-08-12;4;21;Moyen montant / moyen activité / récent;10
5169593;17333;2025-08-11;3;22;Faible montant / faible activité / récent;1
5169597;14857;2025-08-13;7;20;Faible montant / moyen activité / récent;3
5169599;15650;2025-08-12;8;21;Faible montant / moyen activité / récent;3
5169616;35750;2025-08-12;2;21;Moyen montant / faible activité / récent;7
5169628;3554;2025-07-17;68;47;Petits mais actifs (faible montant, très actifs);12
5169647;35000;2025-08-11;2;22;Moyen montant / faible activité / récent;7
5169654;21500;2025-08-11;2;22;Faible montant / faible activité / récent;1
5169655;42500;2025-07-15;4;49;Moyen montant / moyen activité / ancien;8
5169657;2817;2025-08-13;12;20;Petits mais actifs (faible montant, très actifs);12
5169687;22340;2025-08-13;25;20;Petits mais actifs (faible montant, très actifs);12
5169692;76667;2025-08-07;3;26;Élevé montant / faible activité / intermédiaire;16
5169709;10059;2025-08-04;65;29;Petits mais actifs (faible montant, très actifs);12
5169710;16607;2025-08-16;69;17;Petits mais actifs (faible montant, très actifs);12
5169713;19000;2025-08-06;3;27;Faible montant / faible activité / intermédiaire;0
5169731;7550;2025-06-30;4;64;À réactiver (petit montant, anciens);15
5169734;18788;2025-08-18;51;15;Petits mais actifs (faible montant, très actifs);12
5169742;16423;2025-07-07;5;57;À réactiver (petit montant, anciens);15
5169777;40045;2025-08-18;30;15;Fidèles réguliers (activité élevée, montant moyen);4
5169780;98834;2025-08-01;4;32;Élevé montant / moyen activité / intermédiaire;19
5169787;21322;2025-08-06;15;27;Petits mais actifs (faible montant, très actifs);12
5169788;126646;2025-08-08;6;25;Élevé montant / moyen activité / intermédiaire;19
5169796;50000;2025-07-05;2;59;Moyen montant / faible activité / ancien;5
5169805;188883;2025-07-22;3;42;Premium dormants (haut montant, peu actifs, anciens);13
5169814;5000;2025-07-18;1;46;À réactiver (petit montant, anciens);15
5169850;97835;2025-08-06;3;27;Élevé montant / faible activité / intermédiaire;16
5169857;44818;2025-08-01;11;32;Fidèles réguliers (activité élevée, montant moyen);4
5169866;26875;2025-06-30;4;64;Moyen montant / moyen activité / ancien;8
5169882;11167;2025-08-17;3;16;Faible montant / faible activité / récent;1
5169884;85318;2025-07-17;2;47;Premium dormants (haut montant, peu actifs, anciens);13
5169891;25500;2025-08-01;2;32;Moyen montant / faible activité / intermédiaire;6
5169895;4015;2025-07-31;2;33;Faible montant / faible activité / intermédiaire;0
5169901;38929;2025-07-29;7;35;Moyen montant / moyen activité / ancien;8
5169907;14000;2025-08-11;2;22;Faible montant / faible activité / récent;1
5169941;1000;2025-08-07;1;26;Faible montant / faible activité / intermédiaire;0
5169961;14548;2025-08-14;29;19;Petits mais actifs (faible montant, très actifs);12
5169983;64667;2025-08-01;6;32;Élevé montant / moyen activité / intermédiaire;19
5169997;40000;2025-07-25;1;39;Moyen montant / faible activité / ancien;5
5170031;13300;2025-08-16;14;17;Petits mais actifs (faible montant, très actifs);12
5170089;24000;2025-08-15;2;18;Moyen montant / faible activité / récent;7
5170109;80000;2025-08-12;2;21;Élevé montant / faible activité / récent;17
5170126;10276;2025-08-18;28;15;Petits mais actifs (faible montant, très actifs);12
5170133;20700;2025-06-26;1;68;À réactiver (petit montant, anciens);15
5170145;17589;2025-08-17;22;16;Petits mais actifs (faible montant, très actifs);12
5170184;97508;2025-08-05;3;28;Élevé montant / faible activité / intermédiaire;16
5170253;12550;2025-07-29;2;35;À réactiver (petit montant, anciens);15
5170270;14934;2025-08-10;7;23;Faible montant / moyen activité / intermédiaire;2
5170274;7960;2025-08-13;5;20;Faible montant / moyen activité / récent;3
5170277;56074;2025-08-02;7;31;Moyen montant / moyen activité / intermédiaire;9
5170293;8103;2025-08-11;3;22;Faible montant / faible activité / récent;1
5170321;50000;2025-08-05;1;28;Moyen montant / faible activité / intermédiaire;6
5170342;39342;2025-08-18;12;15;Fidèles réguliers (activité élevée, montant moyen);4
5170356;4776;2025-08-11;4;22;Faible montant / moyen activité / récent;3
