societaire,montant_moyen,nb_transactions_mois,dernière_transaction,dernière_transaction_jour
1595352,62556.875,8,2025-08-14,15
1595361,17250.0,4,2025-08-11,18
1595496,1505.0,2,2025-07-31,29
1595678,29631.666666666668,6,2025-08-01,28
1595710,43430.0,1,2025-06-20,70
1595755,112000.0,2,2025-07-29,31
1595773,29843.333333333332,36,2025-08-10,19
1595807,21568.571428571428,14,2025-08-09,20
1595853,84000.0,4,2025-07-28,32
1595878,100000.0,1,2025-07-16,44
1595989,131500.0,2,2025-08-01,28
1596021,150000.0,1,2025-08-04,25
1596028,500.0,1,2025-07-14,46
1596290,79085.0,3,2025-07-26,34
1596373,7223.815789473684,38,2025-08-13,16
1596433,26005.714285714286,7,2025-08-06,23
1596455,47790.0,5,2025-08-11,18
1596626,38664.0,3,2025-08-08,21
1596642,50212.857142857145,14,2025-08-06,23
1596683,70690.0,13,2025-08-14,15
1596762,17166.666666666668,3,2025-08-06,23
1596845,105383.33333333333,9,2025-08-17,12
1596899,60250.0,4,2025-08-06,23
1596919,1000.0,1,2025-07-09,51
1597016,25150.0,2,2025-08-17,12
1597051,58767.333333333336,15,2025-08-18,11
1597074,29473.0,5,2025-07-27,33
1597115,52587.5,4,2025-08-15,14
1597138,41510.0,4,2025-08-17,12
1597220,103838.46153846153,13,2025-08-06,23
1597250,30180.0,16,2025-07-24,36
1597272,37033.333333333336,6,2025-08-01,28
1597297,75222.22222222222,9,2025-08-15,14
1597326,37549.375,8,2025-07-24,36
1597424,2000.0,1,2025-06-23,67
1597565,42766.666666666664,15,2025-08-12,17
1597601,12768.076923076924,13,2025-07-10,50
1597643,85500.0,2,2025-07-25,35
1597653,82000.0,2,2025-08-05,24
1597715,11894.78021978022,91,2025-08-18,11
1597894,49500.0,1,2025-07-30,30
1597901,78677.86046511628,43,2025-08-11,18
1598005,17000.0,1,2025-08-12,17
1598104,67000.0,2,2025-08-01,28
1598167,41500.0,2,2025-07-28,32
1598183,57000.0,1,2025-08-05,24
1598191,39500.0,2,2025-06-26,64
1598226,18444.444444444445,9,2025-08-18,11
1598272,3787.5,4,2025-06-21,69
1598280,50350.0,10,2025-08-18,11
1598418,67500.0,2,2025-07-11,49
1598493,21128.44827586207,58,2025-08-18,11
1598496,9011.25,24,2025-08-15,14
1598641,93000.0,5,2025-08-17,12
1598792,1000.0,1,2025-06-18,72
1598831,13520.0,7,2025-08-03,26
1598833,3516.25,4,2025-08-11,18
1598986,84175.0,8,2025-08-16,13
1599142,46176.92307692308,13,2025-08-16,13
1599216,45000.0,1,2025-07-10,50
1599281,44271.6129032258,31,2025-08-16,13
1599446,11895.76923076923,26,2025-08-18,11
1599624,40000.0,1,2025-07-17,43
1599785,3700.0,2,2025-06-20,70
1599866,19353.684210526317,38,2025-08-06,23
1599913,46244.0,5,2025-08-08,21
1599977,22845.0,6,2025-08-12,17
1600024,38942.94117647059,34,2025-08-18,11
1600048,140875.0,4,2025-07-30,30
1600053,57750.0,2,2025-08-12,17
1600153,50933.75,8,2025-08-18,11
1600232,27812.5,4,2025-08-12,17
1600261,8136.666666666667,3,2025-08-11,18
1600384,10000.0,1,2025-07-18,42
1600438,22050.714285714286,21,2025-08-17,12
1600448,83366.0,1,2025-06-27,63
1600517,64050.0,4,2025-07-07,53
1600526,10358.484848484848,33,2025-08-10,19
1600534,62579.41176470588,17,2025-08-11,18
1600536,66900.0,7,2025-08-11,18
1600554,20000.0,1,2025-08-13,16
1600596,19605.0,10,2025-08-09,20
1600649,32500.0,2,2025-08-10,19
1600703,16888.88888888889,9,2025-08-14,15
1600747,100844.44444444444,9,2025-07-15,45
1600784,145440.0,1,2025-06-19,71
1600990,86175.5,10,2025-08-06,23
1601052,42166.666666666664,3,2025-08-04,25
1601110,44347.63157894737,19,2025-08-06,23
1601143,2000.0,1,2025-07-27,33
1601221,150500.0,2,2025-08-11,18
1601283,70333.33333333333,6,2025-08-11,18
1601301,150000.0,2,2025-08-05,24
1601302,31250.0,4,2025-08-09,20
1601496,22661.81818181818,11,2025-08-11,18
1601536,88500.0,6,2025-08-12,17
1601582,38725.0,4,2025-07-30,30
1601843,61423.07692307692,13,2025-08-08,21
1601881,77500.0,2,2025-07-27,33
1601925,47750.0,2,2025-08-03,26
1602006,8000.0,2,2025-08-11,18
1602025,101000.0,1,2025-06-17,73
1602093,65000.0,2,2025-08-08,21
1602096,51005.0,2,2025-07-30,30
1602101,7550.0,2,2025-08-17,12
1602257,80750.0,2,2025-08-04,25
1602279,25000.0,1,2025-08-05,24
1602333,37550.0,2,2025-08-15,14
1602336,10699.333333333334,15,2025-08-04,25
1602375,107222.22222222222,9,2025-08-05,24
1602380,57883.333333333336,6,2025-08-08,21
1602429,61873.529411764706,17,2025-07-27,33
1602440,40200.0,8,2025-07-31,29
1602454,150000.0,4,2025-08-18,11
1602494,104135.0,4,2025-08-15,14
1602562,28150.0,5,2025-08-05,24
1602589,30300.0,1,2025-06-23,67
1602651,37500.0,2,2025-07-20,40
1602683,46750.0,2,2025-08-11,18
1602702,73666.66666666667,3,2025-08-11,18
1602738,14531.555555555555,45,2025-08-17,12
1602842,48113.333333333336,9,2025-08-01,28
1602915,95500.0,2,2025-08-05,24
1602934,34891.04790419162,167,2025-08-18,11
1602947,64834.41558441558,77,2025-08-18,11
1603038,149390.0,10,2025-08-15,14
1603073,17500.0,2,2025-07-17,43
1603126,92554.54545454546,11,2025-08-17,12
1603134,3741.0,1,2025-07-10,50
1603154,49514.81481481482,27,2025-08-18,11
1603159,62928.0,15,2025-08-16,13
1603259,85083.33333333333,6,2025-08-15,14
1603261,21400.0,3,2025-07-11,49
1603270,5100.0,1,2025-06-19,71
1603292,18888.0,5,2025-08-14,15
1603296,15336.666666666666,3,2025-08-11,18
1603302,8634.5,10,2025-07-21,39
1603340,96633.33333333333,3,2025-07-28,32
1603350,10539.375,24,2025-08-16,13
1603351,22850.0,10,2025-07-26,34
1603363,54937.5,16,2025-08-18,11
1603403,20625.0,4,2025-07-21,39
1603415,44500.0,1,2025-06-20,70
1603451,3000.0,2,2025-07-03,57
1603468,40308.333333333336,6,2025-08-12,17
1603477,2500.0,1,2025-07-16,44
1603495,5000.0,1,2025-07-12,48
1603505,53549.705882352944,34,2025-08-18,11
1603514,108575.0,4,2025-06-26,64
1603812,27437.222222222223,9,2025-08-12,17
1603856,18614.444444444445,36,2025-08-18,11
1603865,13564.285714285714,14,2025-08-06,23
1603910,42500.0,2,2025-08-14,15
1603913,39025.96153846154,26,2025-08-15,14
1603949,2400.0,1,2025-08-18,11
1603957,7587.941176470588,17,2025-08-17,12
1603987,11434.473684210527,19,2025-08-18,11
1604047,47712.5,4,2025-07-26,34
1604139,35675.217391304344,23,2025-08-17,12
1604174,9292.5,12,2025-08-05,24
1604197,12377.5,4,2025-07-16,44
1604287,200000.0,1,2025-08-14,15
1604289,48271.42857142857,14,2025-07-24,36
1604380,26833.333333333332,3,2025-08-08,21
1604418,15533.333333333334,15,2025-08-17,12
1604437,185000.0,1,2025-08-09,20
1604480,53700.0,3,2025-08-03,26
1604521,139250.0,4,2025-07-30,30
1604538,89444.44444444444,9,2025-08-16,13
1604552,95000.0,2,2025-08-07,22
1604633,12750.0,2,2025-08-11,18
1604653,11733.333333333334,9,2025-08-06,23
1604658,29922.235294117647,85,2025-08-18,11
1604681,1000.0,1,2025-06-25,65
1604698,5720.0,9,2025-08-14,15
1604708,4725.0,4,2025-08-18,11
1604715,29675.555555555555,9,2025-07-07,53
1604721,95000.0,2,2025-08-15,14
1604736,44005.0,2,2025-08-12,17
1604755,200000.0,1,2025-06-29,61
1604837,18500.0,2,2025-07-06,54
1604853,125000.0,2,2025-07-28,32
1604862,33330.0,3,2025-06-20,70
1604993,29638.333333333332,3,2025-08-07,22
1605025,57500.0,2,2025-08-12,17
1605154,27414.285714285714,7,2025-08-07,22
1605226,1000.0,1,2025-06-19,71
1605268,20000.0,3,2025-08-18,11
1605290,33000.0,1,2025-06-24,66
1605489,40145.0,32,2025-07-13,47
1605535,15150.0,2,2025-06-22,68
1605566,20118.18181818182,11,2025-08-18,11
1605903,97500.0,1,2025-08-01,28
1605911,55443.75,8,2025-08-11,18
1605912,50905.0,2,2025-07-29,31
1606012,59666.666666666664,3,2025-08-08,21
1606031,25000.0,2,2025-08-11,18
1606040,37500.0,2,2025-08-04,25
1606143,12500.0,1,2025-07-29,31
1606247,46840.0,5,2025-08-05,24
1606289,13257.5,2,2025-08-11,18
1606397,39895.0,2,2025-06-18,72
1606536,32172.5,12,2025-08-06,23
1606543,121666.66666666667,3,2025-08-13,16
1606619,24245.625,8,2025-08-17,12
1606625,146712.5,4,2025-08-05,24
1606634,76683.33333333333,3,2025-08-16,13
1606658,88250.0,2,2025-08-04,25
1606690,61062.5,2,2025-07-30,30
1606794,1170.0,3,2025-07-30,30
1606915,111250.0,4,2025-08-08,21
1606965,12454.0,10,2025-07-19,41
1607018,40306.666666666664,3,2025-08-06,23
1607025,56055.0,1,2025-06-27,63
1607053,4550.0,24,2025-07-30,30
1607070,19250.0,4,2025-08-12,17
1607192,2868.75,8,2025-08-18,11
1607318,23500.0,2,2025-08-11,18
1607483,16045.0,2,2025-08-12,17
1607499,14132.857142857143,14,2025-07-05,55
1607514,17417.5,4,2025-07-03,57
1607562,150000.0,2,2025-07-12,48
1607625,20500.0,2,2025-08-01,28
1607686,21967.5,8,2025-07-25,35
1607767,48216.666666666664,6,2025-08-01,28
1607886,3881.25,4,2025-07-30,30
1607913,100000.0,1,2025-06-21,69
1607956,20100.0,2,2025-08-11,18
1608032,45192.5,4,2025-06-26,64
1608069,9600.0,10,2025-07-05,55
1608098,50000.0,2,2025-07-28,32
1608161,55520.0,10,2025-08-11,18
1608189,23500.0,2,2025-08-16,13
1608312,176750.0,2,2025-08-08,21
1608376,18686.666666666668,3,2025-08-07,22
1608436,159201.25,12,2025-08-01,28
1608448,65855.76923076923,13,2025-08-10,19
1608477,18666.666666666668,6,2025-08-15,14
1608479,30083.666666666668,30,2025-08-18,11
1608527,100000.0,2,2025-08-06,23
1608608,14360.454545454546,11,2025-08-16,13
1608802,14921.875,16,2025-07-20,40
1608870,70702.85714285714,7,2025-07-28,32
1608873,24327.702702702703,37,2025-08-14,15
1608891,6075.0,6,2025-07-05,55
1608899,64305.0,2,2025-07-31,29
1609023,105390.0,1,2025-07-03,57
1609027,133241.66666666666,6,2025-08-15,14
1609071,88382.5,4,2025-07-28,32
1609163,49252.24137931035,29,2025-08-11,18
1609168,90894.5,2,2025-08-04,25
1609188,55617.857142857145,14,2025-08-12,17
1609271,3950.0,2,2025-08-12,17
1609279,150000.0,3,2025-07-01,59
1609621,90808.02083333333,48,2025-08-18,11
1609718,20000.0,2,2025-08-11,18
1609740,33809.34210526316,38,2025-08-18,11
1609758,55975.0,4,2025-08-11,18
1609838,30000.0,2,2025-08-05,24
1609854,4001.274509803922,102,2025-08-11,18
1609871,90320.0,10,2025-08-03,26
1609897,83050.0,7,2025-08-07,22
1609956,4133.333333333333,3,2025-07-28,32
1610008,106000.0,3,2025-07-28,32
1610029,3505.0,2,2025-07-26,34
1610031,38265.555555555555,9,2025-08-17,12
1610057,4071.4285714285716,7,2025-07-30,30
1610062,20135.384615384617,26,2025-08-03,26
1610064,128750.0,4,2025-07-26,34
1610103,11486.111111111111,36,2025-08-07,22
1610119,61900.0,15,2025-08-12,17
1610147,48200.0,1,2025-06-17,73
1610186,79900.0,2,2025-08-06,23
1610215,16069.929577464789,71,2025-08-17,12
1610234,25000.0,1,2025-07-11,49
1610262,42500.0,3,2025-08-18,11
1610307,38534.0,10,2025-08-13,16
1610336,13666.666666666666,3,2025-08-14,15
1610501,84795.0,4,2025-07-01,59
1610520,39105.26315789474,19,2025-08-16,13
1610527,32000.0,3,2025-08-18,11
1610545,17377.5,50,2025-08-17,12
1610626,43500.0,10,2025-08-18,11
1610634,69525.0,10,2025-08-11,18
1610717,23500.0,6,2025-06-29,61
1610730,13397.941176470587,34,2025-08-18,11
1610733,34610.666666666664,15,2025-07-28,32
1610817,76704.0,5,2025-07-15,45
1610907,39064.61538461538,13,2025-08-18,11
1610934,22970.0,5,2025-07-19,41
1611038,19341.666666666668,6,2025-08-05,24
1611100,43670.0,6,2025-08-12,17
1611145,13785.714285714286,7,2025-08-04,25
1611162,4387.5,4,2025-07-22,38
1611187,90625.0,8,2025-07-20,40
1611194,22587.5,4,2025-08-04,25
1611291,81413.33333333333,3,2025-08-01,28
1611752,51233.333333333336,3,2025-08-05,24
1611753,186600.0,8,2025-07-19,41
1611761,40121.333333333336,3,2025-08-08,21
1611769,59005.0,4,2025-08-12,17
1611772,34839.28571428572,7,2025-08-05,24
1611779,22000.0,3,2025-08-07,22
1611782,56583.333333333336,6,2025-08-18,11
1611816,1005.0,2,2025-08-07,22
1611822,133571.42857142858,7,2025-08-14,15
1611873,21710.0,11,2025-08-01,28
1611877,1676.6666666666667,6,2025-07-03,57
1611984,2000.0,5,2025-08-18,11
1611990,118750.0,8,2025-08-12,17
1612029,22411.25,8,2025-07-30,30
1612070,10066.666666666666,6,2025-08-16,13
1612269,9364.285714285714,7,2025-08-17,12
1612350,2000.0,1,2025-06-20,70
1612447,1666.6666666666667,3,2025-07-27,33
1612486,27080.15873015873,63,2025-08-18,11
1612566,84926.66666666667,3,2025-07-23,37
1612576,22805.555555555555,18,2025-08-11,18
1612613,1000.0,1,2025-08-05,24
1612649,150000.0,2,2025-08-04,25
1612940,93500.0,1,2025-07-09,51
1613010,105460.0,10,2025-07-15,45
1613026,16140.0,5,2025-07-31,29
1613112,17224.090909090908,11,2025-08-03,26
1613291,100000.0,3,2025-08-17,12
1613357,107050.0,2,2025-07-30,30
1613407,175000.0,1,2025-08-08,21
1613423,51505.0,2,2025-08-04,25
1613534,61666.666666666664,3,2025-07-24,36
1613592,13875.0,2,2025-08-06,23
1613605,103023.63636363637,11,2025-08-17,12
1613618,29750.0,2,2025-08-07,22
1613716,5000.0,1,2025-08-12,17
1613738,65653.33333333333,3,2025-06-28,62
1613918,12053.333333333334,3,2025-08-18,11
1614048,44734.09090909091,11,2025-08-12,17
1614090,100000.0,1,2025-08-07,22
1614104,3850.0,10,2025-08-06,23
1614241,39666.666666666664,6,2025-08-12,17
1614319,16090.0,2,2025-08-11,18
1614397,18430.76923076923,26,2025-08-18,11
1614466,95850.0,4,2025-08-05,24
1614471,14666.136363636364,22,2025-07-13,47
1614513,23389.6,5,2025-08-06,23
1614597,88820.0,5,2025-08-11,18
1614622,45937.5,8,2025-08-05,24
1614651,5555.0,2,2025-07-29,31
1614732,2000.0,1,2025-07-15,45
1614774,5521.666666666667,3,2025-06-29,61
1614801,17325.833333333332,6,2025-07-26,34
1614826,29350.0,3,2025-07-11,49
1614837,9893.0,15,2025-08-13,16
1614884,38350.0,3,2025-08-07,22
1614940,127500.0,2,2025-06-30,60
1614994,62666.666666666664,3,2025-08-06,23
1615011,78380.76923076923,13,2025-08-10,19
1615060,96136.36363636363,11,2025-08-06,23
1615073,7032.5,4,2025-08-17,12
1615089,6944.166666666667,6,2025-07-12,48
1615147,34232.22222222222,27,2025-08-08,21
1615156,170366.66666666666,3,2025-08-01,28
1615408,139316.66666666666,6,2025-07-26,34
1615425,86672.77777777778,9,2025-08-01,28
1615462,68920.0,16,2025-08-09,20
1615463,25386.8,25,2025-08-18,11
1615700,23400.0,3,2025-08-17,12
1615702,39449.09090909091,11,2025-08-14,15
1615753,15000.0,2,2025-08-11,18
1615758,102750.0,11,2025-08-07,22
1615776,78000.0,2,2025-08-12,17
1615785,42335.0,10,2025-08-12,17
1615921,2666.6666666666665,3,2025-08-12,17
1615959,6505.0,4,2025-08-12,17
1616008,110009.16666666667,6,2025-07-23,37
1616100,49301.875,32,2025-08-15,14
1616120,56000.0,1,2025-07-15,45
1616230,7706.176470588235,17,2025-08-18,11
1616233,70250.0,4,2025-07-28,32
1616244,23011.333333333332,15,2025-07-31,29
1616285,61414.21052631579,19,2025-08-18,11
1616329,50000.0,2,2025-08-12,17
1616375,9193.75,4,2025-07-19,41
1616398,12727.5,16,2025-08-18,11
1616434,75000.0,2,2025-08-07,22
1616441,30159.117647058825,34,2025-08-06,23
1616448,89555.55555555556,9,2025-08-17,12
1616554,43395.882352941175,17,2025-08-18,11
1616607,106222.22222222222,9,2025-08-15,14
1616688,49583.333333333336,21,2025-07-17,43
1616691,5930.0,2,2025-08-11,18
1616698,19190.0,2,2025-06-27,63
1616723,9000.0,3,2025-08-10,19
1616832,9333.333333333334,3,2025-08-03,26
1616942,6250.0,2,2025-08-05,24
1616959,105800.0,1,2025-08-05,24
1616972,47000.0,1,2025-08-07,22
1616983,80107.14285714286,7,2025-07-30,30
1616985,65170.0,1,2025-08-05,24
1616990,15080.0,18,2025-07-21,39
1617001,66500.0,2,2025-08-05,24
1617045,125250.0,2,2025-07-07,53
1617127,75000.0,2,2025-08-12,17
1617133,99500.0,4,2025-08-15,14
1617138,11546.0,15,2025-08-03,26
1617174,72274.0,5,2025-08-05,24
1617222,82887.5,4,2025-08-08,21
1617284,26000.0,2,2025-07-11,49
1617296,52146.0,5,2025-07-25,35
1617333,40400.0,1,2025-06-19,71
1617367,22950.0,2,2025-08-11,18
1617393,143931.66666666666,6,2025-08-01,28
1617398,4586.333333333333,18,2025-08-18,11
1617430,10814.444444444445,18,2025-08-15,14
1617461,5650.0,36,2025-08-18,11
1617468,69169.34782608696,23,2025-08-18,11
1617495,47631.57894736842,19,2025-08-17,12
1617524,58912.5,12,2025-08-17,12
1617552,12850.945945945947,37,2025-08-03,26
1617578,30239.0,5,2025-08-18,11
1617714,12298.666666666666,15,2025-08-14,15
1617735,23960.51282051282,39,2025-08-05,24
1617736,91731.0,10,2025-07-16,44
1617810,9000.0,1,2025-07-10,50
1617826,20333.333333333332,18,2025-07-23,37
1618080,33330.0,1,2025-06-25,65
1618103,15952.894736842105,76,2025-07-21,39
1618131,100000.0,1,2025-07-04,56
1618172,142333.33333333334,6,2025-07-19,41
1618178,44000.0,2,2025-08-07,22
1618254,22500.0,4,2025-08-18,11
1618260,44519.583333333336,12,2025-08-12,17
1618317,47893.333333333336,3,2025-08-16,13
1618324,10070.533333333333,15,2025-08-05,24
1618429,153156.66666666666,6,2025-08-01,28
1618454,50000.0,1,2025-07-04,56
1618535,35977.0,30,2025-08-18,11
1618563,24689.166666666668,36,2025-08-18,11
1618590,32632.0,2,2025-08-14,15
1618648,67250.0,5,2025-08-14,15
1618672,32750.0,2,2025-07-06,54
1618695,48648.75,16,2025-08-03,26
1618732,89000.0,1,2025-08-05,24
1618735,16690.5,50,2025-08-18,11
1618736,72255.0,4,2025-08-18,11
1618805,5000.0,2,2025-08-16,13
1618818,8542.5,4,2025-08-01,28
1618846,28382.272727272728,11,2025-08-08,21
1618848,4016.6666666666665,3,2025-08-12,17
1618979,27700.0,3,2025-07-24,36
1618983,100000.0,2,2025-08-05,24
1619031,50287.22222222222,9,2025-07-30,30
1619083,70000.0,4,2025-07-28,32
1619104,37445.625,8,2025-08-01,28
1619153,107500.0,2,2025-07-05,55
1619207,50000.0,1,2025-08-08,21
1619244,91430.76923076923,13,2025-07-31,29
1619264,118000.0,1,2025-07-11,49
1619366,11752.083333333334,60,2025-08-18,11
1619419,16058.0,2,2025-07-22,38
1619427,12500.0,2,2025-07-24,36
1619450,14842.954545454546,22,2025-08-18,11
1619563,86771.42857142857,7,2025-07-24,36
1619605,7500.0,2,2025-08-02,27
1619686,37930.0,4,2025-08-01,28
1619728,41766.84210526316,19,2025-08-14,15
1619873,15722.76,75,2025-08-10,19
1620012,53411.76470588235,34,2025-08-16,13
1620089,20000.0,1,2025-06-17,73
1620461,11210.777777777777,18,2025-07-30,30
1620544,33599.36974789916,119,2025-08-17,12
1620640,12141.444444444445,45,2025-08-18,11
1620680,35850.0,2,2025-08-07,22
1620704,50669.230769230766,13,2025-08-16,13
1620766,10000.0,1,2025-08-11,18
1620784,12547.5,6,2025-08-16,13
1620787,2775.0,2,2025-08-03,26
1620813,12176.666666666666,3,2025-08-11,18
1620856,32331.69387755102,49,2025-08-18,11
1620873,11677.222222222223,9,2025-08-10,19
1621296,92722.0,5,2025-07-24,36
1621316,94423.33333333333,3,2025-06-29,61
1621394,10100.0,1,2025-07-24,36
1621793,5000.0,1,2025-07-06,54
1621880,47242.666666666664,15,2025-08-18,11
1621882,1050.0,1,2025-08-13,16
1621959,4000.0,2,2025-07-24,36
1622145,102142.85714285714,7,2025-08-18,11
1622326,38875.0,8,2025-08-02,27
1622342,4950.833333333333,6,2025-07-15,45
1622435,11666.666666666666,6,2025-08-09,20
1622457,140905.0,2,2025-08-18,11
1622502,882.0,15,2025-06-26,64
1622592,36188.333333333336,6,2025-08-06,23
1622655,38582.5,10,2025-08-02,27
1622667,59325.0,4,2025-06-30,60
1622881,8888.888888888889,9,2025-08-05,24
1622977,48666.666666666664,3,2025-07-02,58
1623037,75250.0,2,2025-07-19,41
1623157,54353.97727272727,44,2025-08-18,11
1623257,4528.529411764706,17,2025-08-04,25
1623396,192500.0,2,2025-08-01,28
1623475,6066.176470588235,17,2025-08-17,12
1623476,57822.22222222222,9,2025-08-05,24
1623511,50000.0,1,2025-08-04,25
1623550,24250.0,2,2025-08-11,18
1623629,100225.0,4,2025-08-06,23
1623635,54500.0,4,2025-08-18,11
1623805,2181.6666666666665,3,2025-08-18,11
1623830,1000.0,1,2025-06-19,71
1623953,15325.0,2,2025-08-15,14
1624012,47816.5625,32,2025-07-27,33
1624046,6061.785714285715,14,2025-07-04,56
1624189,25280.0,34,2025-07-31,29
1624271,73414.28571428571,7,2025-08-11,18
1624274,2005.0,6,2025-08-11,18
1624372,25000.0,2,2025-08-07,22
1624480,13201.0,20,2025-08-05,24
1624550,74600.0,2,2025-08-06,23
1624554,33154.166666666664,12,2025-07-27,33
1624569,4750.0,4,2025-07-23,37
1624576,36536.0,5,2025-08-18,11
1624579,4973.860759493671,79,2025-07-23,37
1624589,44501.666666666664,3,2025-08-02,27
1624596,6200.0,1,2025-07-11,49
1624611,37750.0,2,2025-08-07,22
1624832,123500.0,4,2025-07-24,36
1624914,91405.0,2,2025-07-31,29
1624937,19968.75,12,2025-08-12,17
1624949,2418.448275862069,29,2025-08-18,11
1624955,2666.6666666666665,3,2025-08-08,21
1624959,1000.0,1,2025-08-08,21
1625033,29011.53846153846,13,2025-08-17,12
1625086,69986.66666666667,3,2025-08-16,13
1625088,17333.333333333332,3,2025-08-11,18
1625141,3100.0,7,2025-07-23,37
1625181,125000.0,2,2025-08-07,22
1625197,13108.333333333334,9,2025-08-12,17
1625244,57819.166666666664,12,2025-08-17,12
1625269,166800.0,5,2025-08-12,17
1625277,2000.0,2,2025-06-30,60
1625279,100000.0,1,2025-08-17,12
1625297,84728.66666666667,3,2025-08-09,20
1625365,70997.0,2,2025-08-05,24
1625407,7414.0,5,2025-07-30,30
1625410,5000.0,1,2025-07-15,45
1625440,122750.0,4,2025-07-29,31
1625480,71000.0,2,2025-08-05,24
1625517,38800.0,4,2025-08-05,24
1625524,97000.0,2,2025-08-05,24
1625527,98250.5,2,2025-08-05,24
1625535,98900.0,1,2025-07-03,57
1625608,17269.782608695652,23,2025-07-24,36
1625719,45133.333333333336,3,2025-08-10,19
1625771,7080.121951219512,41,2025-08-16,13
1625799,105864.28571428571,7,2025-08-04,25
1625892,25063.46153846154,26,2025-08-18,11
1625894,56281.943396226416,53,2025-08-18,11
1625898,74494.44444444444,9,2025-08-17,12
1625965,12514.0,5,2025-07-18,42
1625967,26533.333333333332,3,2025-08-08,21
1626018,34155.055555555555,18,2025-07-29,31
1626155,185000.0,2,2025-08-09,20
1626157,48431.30434782609,23,2025-07-14,46
1626178,126498.57142857143,7,2025-07-09,51
1626239,26388.5,2,2025-08-11,18
1626284,8037.142857142857,7,2025-08-17,12
1626323,105292.5,4,2025-08-15,14
1626357,10637.4,25,2025-08-18,11
1626614,1000.0,1,2025-08-01,28
1626659,75221.66666666667,12,2025-07-22,38
1626668,90625.0,8,2025-08-07,22
1626680,28245.0,4,2025-08-05,24
1626963,17575.0,2,2025-06-18,72
1627013,65000.0,1,2025-08-12,17
1627054,19067.222222222223,18,2025-08-15,14
1627057,136333.33333333334,3,2025-07-25,35
1627060,3000.0,1,2025-06-20,70
1627086,100000.0,1,2025-08-01,28
1627130,6383.333333333333,9,2025-08-13,16
1627175,12040.892857142857,28,2025-08-13,16
1627178,75000.0,1,2025-07-31,29
1627222,2700.0,1,2025-07-10,50
1627249,18250.0,4,2025-08-04,25
1627255,15375.0,4,2025-07-01,59
1627344,80000.0,2,2025-08-14,15
1627378,2000.0,1,2025-06-27,63
1627449,47285.71428571428,7,2025-08-02,27
1627453,3133.3333333333335,3,2025-08-17,12
1627591,31628.333333333332,9,2025-08-11,18
1627642,69965.0,3,2025-07-26,34
1627721,19802.222222222223,18,2025-08-04,25
1627778,6265.3378378378375,74,2025-08-18,11
1627797,57500.0,4,2025-08-12,17
1627859,63000.0,1,2025-08-14,15
1627899,18188.214285714286,28,2025-08-13,16
1627959,1000.0,1,2025-08-10,19
1628016,61000.0,1,2025-08-12,17
1628026,1000.0,1,2025-08-03,26
1628035,185000.0,2,2025-08-17,12
1628049,48637.5,8,2025-08-09,20
1628090,100000.0,2,2025-08-05,24
1628107,151000.0,2,2025-07-29,31
1628198,62770.294117647056,17,2025-08-18,11
1628228,500.0,1,2025-06-25,65
1628261,59878.333333333336,18,2025-08-18,11
1628267,98261.34615384616,26,2025-08-13,16
1628297,10000.0,1,2025-06-30,60
1628301,175000.0,6,2025-08-09,20
1628312,62178.57142857143,21,2025-08-13,16
1628366,69800.0,5,2025-07-11,49
1628473,11791.973684210527,38,2025-07-26,34
1628482,69950.0,19,2025-08-14,15
1628487,124000.0,2,2025-08-05,24
1628513,20046.666666666668,15,2025-08-10,19
1628531,94830.0,8,2025-07-30,30
1628626,72755.5,4,2025-07-29,31
1628639,10000.0,2,2025-07-21,39
1628657,30000.0,1,2025-06-21,69
1628743,5661.9047619047615,21,2025-08-07,22
1628790,46000.0,2,2025-08-05,24
1628905,19333.333333333332,3,2025-07-27,33
1628910,151000.0,4,2025-08-17,12
1628912,13562.58064516129,31,2025-08-17,12
1628915,7328.571428571428,7,2025-08-17,12
1628946,76500.0,1,2025-07-29,31
1629063,66000.0,2,2025-07-25,35
1629141,50000.0,1,2025-07-19,41
1629230,74500.0,2,2025-08-05,24
1629349,151003.84615384616,13,2025-08-15,14
1629412,14166.666666666666,3,2025-07-07,53
1629413,29959.725,80,2025-08-18,11
1629475,23150.0,1,2025-08-01,28
1629509,40923.148148148146,27,2025-08-03,26
1629519,150000.0,1,2025-07-29,31
1629572,33333.333333333336,3,2025-08-11,18
1629584,41000.0,2,2025-07-24,36
1629632,15692.307692307691,13,2025-08-06,23
1629643,15000.0,1,2025-07-14,46
1629728,23501.666666666668,3,2025-08-11,18
1629774,39505.38461538462,13,2025-08-18,11
1629794,88883.33333333333,6,2025-08-11,18
1629803,2000.0,1,2025-07-06,54
1629843,95000.0,9,2025-08-18,11
1629969,19214.285714285714,7,2025-08-15,14
1629994,83678.57142857143,7,2025-07-29,31
1630022,71785.71428571429,7,2025-08-05,24
1630050,61166.666666666664,6,2025-08-01,28
1630125,11000.0,2,2025-08-11,18
1630147,72975.0,4,2025-07-09,51
1630156,4965.789473684211,19,2025-08-14,15
1630179,57725.833333333336,18,2025-08-14,15
1630198,60000.0,1,2025-06-26,64
1630211,28500.0,1,2025-08-18,11
1630261,14098.333333333334,6,2025-07-28,32
1630264,98500.0,6,2025-08-07,22
1630277,41000.0,2,2025-08-05,24
1630286,38155.5,2,2025-08-06,23
1630293,25500.0,8,2025-08-05,24
1630322,24166.666666666668,6,2025-07-31,29
